sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
J45,019,J45.019,Option A: Create Supplier Invoice with PO/GR relation(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J45,020,J45.020,Option B: Create Supplier Invoice with PO/GR relation (with Invoice Reduction) (Optional)(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J45,021,J45.021,Option B: Print Complaint Letter in case of Invoice Reduction (Only relevant for S/4HANA)(Print Supplier Invoices),,MRM_PRINT_WRAPPER,SupplierInvoice,print,SAP_BR_AP_ACCOUNTANT,,
J45,022,J45.022,Create Supplier Invoice without PO/GR (Optional)(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J45,023,J45.023,React to Critical Cash Discount Situations(Supplier Invoices List),F1060A,,SupplierInvoice,list1,SAP_BR_AP_ACCOUNTANT,,
J45,024,J45.024,Create Credit Memo (Optional)(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J45,025,J45.025,Check Supplier Invoice List (Optional)(Supplier Invoices List),F1060A,,SupplierInvoice,list1,SAP_BR_AP_ACCOUNTANT,,
J45,026,J45.026,Approve Supplier Invoice (Optional)(Supplier Invoices List),F1060A,,SupplierInvoice,list1,SAP_BR_AP_ACCOUNTANT,,
J45,027,J45.027,Reverse Invoice (Optional)(Supplier Invoices List),F1060A,,SupplierInvoice,list1,SAP_BR_AP_ACCOUNTANT,,
J45,028,J45.028,Clear GR / IR (Optional)(Clear GR/IR Clearing Account),,MR11,GRIRClearingAcctMaintDocument,maintainGRIRClearingAccount,SAP_BR_AP_ACCOUNTANT,,
J45,029,J45.029,Cancel Journal Entry (Optional)(Display/Cancel Account Maintenance Document),,MR11SHOW,GRIRClearingAcctMaintDocument,display,SAP_BR_AP_ACCOUNTANT,,
J45,030,J45.030,Create Purchase Order Manually for Down Payment(Create Purchase Order),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J45,031,J45.031,Create Purchase Order Manually for Down Payment(Create Purchase Order - Advanced),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J45,032,J45.032,Monitor Down Payments (Optional)(Monitor Purchase Order Down Payments),F2877,,PurchaseOrder,monitorDownPayments,SAP_BR_AP_ACCOUNTANT,,
J45,033,J45.033,Create Down Payment Request(Monitor Purchase Order Down Payments),F2877,,PurchaseOrder,monitorDownPayments,SAP_BR_AP_ACCOUNTANT,,
J45,034,J45.034,Create Down Payment Request(Manage Supplier Down Payment Requests),F1688,,Supplier,manageDownPaymentRequests,SAP_BR_AP_ACCOUNTANT,,
J45,035,J45.035,Create Down Payment(Post Outgoing Payments),F1612,,Supplier,postPayment,SAP_BR_AP_ACCOUNTANT,,
J45,036,J45.036,Post Goods Receipt(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
J45,037,J45.037,Create Supplier Invoice for Down Payment (Optional)(Create Supplier Invoice),F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J45,038,J45.038,Create Supplier Invoice for Down Payment (Optional)(Create Supplier Invoice - Advanced),,MIRO,SupplierInvoice,createAdvanced,SAP_BR_AP_ACCOUNTANT,,
J45,039,J45.039,Create Purchase Requisition(Manage Purchase Requisitions),F2229,,PurchaseRequisition,maintain,SAP_BR_ADMINISTRATOR_SLL,,
J45,040,J45.040,Create Purchase Requisition(Manage Purchase Requisitions - Professional),F2229,,PurchaseRequisition,maintain,SAP_BR_ADMINISTRATOR_SLL,,
J45,041,J45.041,Automatic Conversion of Purchase Requisition to Purchase Order(Schedule Purchasing Jobs),F1702,,PurchasingDocument,scheduleApplicationJobs,SAP_BR_PURCHASER,,
J45,042,J45.042,Automatic Conversion of Purchase Requisition to Purchase Order(Schedule Purchasing Jobs - Advanced),F1702,,PurchasingDocument,scheduleApplicationJobs,SAP_BR_PURCHASER,,
J45,043,J45.043,Post Goods Receipt(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
J45,044,J45.044,Create Supplier Invoice,F0859,,SupplierInvoice,displayFactSheet,SAP_BR_AP_ACCOUNTANT,,
J54,001,J54.001,General Entries With Cost Center(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J54,002,J54.002,Direct Activity Allocation(Manage Direct Activity Allocation),F3697,,ActivityAllocation,manageActivityAllocation,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,003,J54.003,Post Statistical Key Figures(Manage Statistical Key Figure Values),F3915,,StatisticalKeyFigure,manageSKFValues,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,004,J54.004,View Posted Statistical Key Figures(Manage Statistical Key Figure Values),F3915,,StatisticalKeyFigure,manageSKFValues,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,005,J54.005,View Posted Statistical Key Figures(Reverse Statistical Key Figures),,KB34N,,,,,
J54,006,J54.006,Repost Line Items - Cost Accounting,F5549,,,,,,
J54,007,J54.007,Reassign Costs and Revenues,F2009,,GLAccount,reassignCostsRevenues,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,008,J54.008,Execute Overhead Allocation Cycle(Run Allocations),F3548,,OverheadCycle,runCostAllocationCycle,SAP_BR_DIVISION_ACCOUNTANT,,
J54,009,J54.009,Execute Overhead Allocation Cycle(Allocation Results),F4363,,OverheadCycle,analyzeAllocationResult,SAP_BR_DIVISION_ACCOUNTANT,,
J54,010,J54.010,Allocation Results,F4363,,OverheadCycle,analyzeAllocationResult,SAP_BR_DIVISION_ACCOUNTANT,,
J54,011,J54.011,Allocation Flow,F4022,,OverheadCycle,analyzeAllocationFlow,SAP_BR_DIVISION_ACCOUNTANT,,
J54,012,J54.012,Execute Profit Center Distribution(Manage Allocations),F3338,,OverheadCycle,manageCostAllocationCycle,SAP_BR_DIVISION_ACCOUNTANT,,
J54,013,J54.013,Execute Profit Center Distribution(Post Acquisition),,Non-Integrated,,,,,
J54,014,J54.014,Execute Profit Center Distribution(Allocation Results),F4363,,OverheadCycle,analyzeAllocationResult,SAP_BR_DIVISION_ACCOUNTANT,,
J54,015,J54.015,Cost Centers Actual Data Reporting(Cost Centers),F0963,,CostCenter,analyzeActualsPC,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,016,J54.016,Cost Centers Actual Data Reporting(Cost Centers - Actuals),F0940A,,,,,,
J54,017,J54.017,Commitments by Cost Center,F3016,,CostCenter,displayCommitments,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,018,J54.018,Where-Used List - Cost Centers Actual(Manage Cost Centers),F1443A,,CostCenter,displayFactSheet,SAP_BR_BUSINESS_PROCESS_SPEC,,
J54,019,J54.019,Where-Used List - Cost Centers Actual(Where-Used List - Cost Centers),F3549,,CostCenter,whereUsed,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,020,J54.020,Where-Used List - Statistical Key Figures(Where-Used List),F6623,,FunctionalArea,whereUsed,SAP_BR_BUDGET_SPECIALIST,,
J54,021,J54.021,Where-Used List - Statistical Key Figures(Statistical Key Figures),,W0075,StatisticalKeyFigure,displayStatisticalKeyFigureItems,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,022,J54.022,Where-Used List - Statistical Key Figures,F4078,,StatisticalKeyFigure,whereUsed,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,023,J54.023,Display Line Items in Controlling(Display Line Items),F5670,,EarmarkedFundsDocument,displayPSMCommitment,SAP_BR_BUDGET_SPECIALIST,,
J54,024,J54.024,Display Line Items in Controlling(Display Line Items - Cost Accounting),F4023,,GLAccount,displayCOLineItemReportingView,SAP_BR_ADMIN_APR_FICA,,
J54,025,J54.025,View Profit Center Distribution(Profit Centers),F0959,,ProfitCenter,analyzeActualsPC,SAP_BR_DIVISION_ACCOUNTANT,,
J54,026,J54.026,View Profit Center Distribution(Profit Centers - Plan/Actual),F0926A,,,,,,
J54,027,J54.027,Exclude Cost Center Data for Commitment Management(Manage Cost Centers),F1443A,,CostCenter,displayFactSheet,SAP_BR_BUSINESS_PROCESS_SPEC,,
J54,028,J54.028,Create Purchase Order,,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J54,029,J54.029,Create Purchase Order(Create Purchase Order - Advanced),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J54,030,J54.030,Commitment Management by Cost Center(Commitments by Cost Center),F3016,,CostCenter,displayCommitments,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,031,J54.031,Set Cost Center Master Budgeting Parameters(Manage Cost Centers),F1443A,,CostCenter,displayFactSheet,SAP_BR_BUSINESS_PROCESS_SPEC,,
J54,032,J54.032,Template for File Upload(Import Financial Plan Data),F1711,,CompanyCode,integrateERPPC,SAP_BR_BUDGET_SPECIALIST,,
J54,033,J54.033,Template for File Upload(Copy Financial Plan Data),F3396,,CompanyCode,copyPlanData,SAP_BR_BUDGET_SPECIALIST,,
J54,034,J54.034,Import Financial Data(Import Financial Plan Data),F1711,,CompanyCode,integrateERPPC,SAP_BR_BUDGET_SPECIALIST,,
J54,035,J54.035,Create Purchase Order,,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J54,036,J54.036,Create Purchase Order(Create Purchase Order - Advanced),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
J54,037,J54.037,View Budget by Cost Center(Cost Center Budget Report),F3871,,CostCenter,analyzeBudget,SAP_BR_OVERHEAD_ACCOUNTANT,,
J54,038,J54.038,Transfer Cost Center Budgets(Manage Cost Center Budgets),F4307,,CostCenter,transferBudget,SAP_BR_OVERHEAD_ACCOUNTANT,,
J55,001,J55.001,Execute Assessment Cycle (CO-PA)(Run Allocations),F3548,,OverheadCycle,runCostAllocationCycle,SAP_BR_DIVISION_ACCOUNTANT,,
J55,002,J55.002,Post Expenses to Central Cost Center(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J55,003,J55.003,Create Top-Down Distribution Cycle(Manage Allocations),F3338,,OverheadCycle,manageCostAllocationCycle,SAP_BR_DIVISION_ACCOUNTANT,,
J55,004,J55.004,Execute Top-Down Distribution(Manage Allocations),F3338,,OverheadCycle,manageCostAllocationCycle,SAP_BR_DIVISION_ACCOUNTANT,,
J55,005,J55.005,Market Segments Actual vs Plan Report(Market Segments),FIS_FPM_OVP_IPPLANACTMS01,,MarketSegment,analyzePlanActualPC,SAP_BR_SALES_ACCOUNTANT,,
J55,006,J55.006,Market Segments Actual vs Plan Report(Market Segments - Plan/Actual),,W0078,,,,,
J55,007,J55.007,Create Profitability Realignment Run(Run Realignment),,KEND,MarketSegment,runProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J55,008,J55.008,Create Profitability Realignment Run(Run Realignment - Profitability Analysis),,KEND,MarketSegment,runProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J55,009,J55.009,Execute Profitability Realignment Run(Run Realignment),,KEND,MarketSegment,runProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J55,010,J55.010,Execute Profitability Realignment Run(Run Realignment - Profitability Analysis),,KEND,MarketSegment,runProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J55,011,J55.011,Analyze Realignments Results(Realignment Results),F2549,,MarketSegment,displayProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J55,012,J55.012,Analyze Realignments Results(Realignment Results - Profitability Analysis),F2549,,MarketSegment,displayProfitabilityRealignments,SAP_BR_SALES_ACCOUNTANT,,
J58,001,J58.001,Manage G/L Account Master Data,F0731A,,GLAccount,manageQ2P,SAP_BR_BPC_EXPERT,,
J58,002,J58.002,Define Financial Statement Versions(Manage Financial Statement Versions),,OB58,FinancialStatement,maintainVersions,SAP_BR_GL_ACCOUNTANT,,
J58,003,J58.003,Manage Chart of Accounts,F0763A,,ChartOfAccounts,manageQ2P,SAP_BR_BPC_EXPERT,,
J58,004,J58.004,Manage Operating Chart of Accounts,F0763B,,ChartOfAccounts,manageOperatingChartOfAccounts,SAP_BR_BPC_EXPERT,,
J58,005,J58.005,G/L Account Changes,,S_ALR_87012308,GLAccount,displayChanges,SAP_BR_GL_ACCOUNTANT,,
J58,006,J58.006,Manage Profit Center Group(Manage Profit Center Groups),F0764,,ProfitCenterGroup,manageProfitCenterGroups,SAP_BR_DIVISION_ACCOUNTANT,,
J58,007,J58.007,Manage Profit Center Group(Manage Profit Center Groups),FAC_PCG,,,,,,
J58,008,J58.008,Manage Profit Centers,F3516,,ProfitCenter,displayFactSheet,SAP_BR_DIVISION_ACCOUNTANT,,
J58,009,J58.009,Edit Profit Centers Collective(Manage Profit Centers),F3516,,ProfitCenter,displayFactSheet,SAP_BR_DIVISION_ACCOUNTANT,,
J58,010,J58.010,Edit Profit Centers Collective(Edit Profit Centers),,KE55,ProfitCenter,maintainProfitCentersMass,SAP_BR_DIVISION_ACCOUNTANT,,
J58,011,J58.011,Edit Profit Centers Collective(Edit Profit Centers - Collective),,KE55,ProfitCenter,maintainProfitCentersMass,SAP_BR_DIVISION_ACCOUNTANT,,
J58,012,J58.012,Edit Company Code Assignment Profit Centers(Edit Company Code Assignment),,KE56,ProfitCenter,changeAssignmentsProfitCentersCompanyCodes,SAP_BR_DIVISION_ACCOUNTANT,,
J58,013,J58.013,Edit Company Code Assignment Profit Centers(Profit Centers),F0959,,ProfitCenter,analyzeActualsPC,SAP_BR_DIVISION_ACCOUNTANT,,
J58,014,J58.014,Edit Company Code Assignment Profit Centers(Edit Company Code Assignment - Profit Centers),,KE56,ProfitCenter,changeAssignmentsProfitCentersCompanyCodes,SAP_BR_DIVISION_ACCOUNTANT,,
J58,015,J58.015,Where-Used List - Profit Centers(Where-Used List),F6623,,FunctionalArea,whereUsed,SAP_BR_BUDGET_SPECIALIST,,
J58,016,J58.016,Where-Used List - Profit Centers(Profit Centers),F0959,,ProfitCenter,analyzeActualsPC,SAP_BR_DIVISION_ACCOUNTANT,,
J58,017,J58.017,Where-Used List - Profit Centers(Cost Centers),F0963,,CostCenter,analyzeActualsPC,SAP_BR_OVERHEAD_ACCOUNTANT,,
J58,018,J58.018,Where-Used List - Profit Centers(Change Log),F3810,,ProfitCenter,changeLog,SAP_BR_DIVISION_ACCOUNTANT,,
J58,019,J58.019,Where-Used List - Profit Centers,F3751,,ProfitCenter,whereUsed,SAP_BR_DIVISION_ACCOUNTANT,,
J58,020,J58.020,Change Log - Profit Centers(Change Log),F3810,,ProfitCenter,changeLog,SAP_BR_DIVISION_ACCOUNTANT,,
J58,021,J58.021,Change Log - Profit Centers(Profit Centers),F0959,,ProfitCenter,analyzeActualsPC,SAP_BR_DIVISION_ACCOUNTANT,,
J58,022,J58.022,Change Log - Profit Centers,F3810,,ProfitCenter,changeLog,SAP_BR_DIVISION_ACCOUNTANT,,
J58,023,J58.023,Manage Journal Entry Template(Manage Journal Entry Templates),F3803,,JournalEntryTemplate,manage,SAP_BR_GL_ACCOUNTANT,,
J58,024,J58.024,Manage Journal Entry Template(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,025,J58.025,Post General Journal Entries,F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,026,J58.026,Post General Journal Entries(Edit Options for Journal Entries - My Settings),F2130,,JournalEntryPostingConfign,editPostingOptions,SAP_BR_ADMIN_APR_FICA,,
J58,027,J58.027,Post General Journal Entries(Upload General Journal Entries),F2548,,AccountingDocument,uploadGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,028,J58.028,Post with Auto-Reverse(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,029,J58.029,Post with Auto-Reverse(Schedule General Ledger Jobs),F1927,,FinanceApplicationJob,scheduleMJEMassReverseJobs,SAP_BR_ADMIN_APR_FICA,,
J58,030,J58.030,Post with Auto-Reverse(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
J58,031,J58.031,Post with Auto-Reverse(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J58,032,J58.032,Post with Auto-Reverse(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,033,J58.033,Upload General Journal Entries,F2548,,AccountingDocument,uploadGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,034,J58.034,Verify General Journal Entries(Manage Workflows for Journal Entry Verification),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
J58,035,J58.035,Verify General Journal Entries(Manage Teams and Responsibilities For Journal Entry Verification),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
J58,036,J58.036,Verify General Journal Entries(Manage Teams and Responsibilities),F5329,,TeamAsResponsible,maintain,SAP_BR_ADMINISTRATOR_LCM,,
J58,037,J58.037,Verify General Journal Entries,F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,038,J58.038,Verify General Journal Entries(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,039,J58.039,Verify General Journal Entries(Manage Workflows for Journal Entry Verification - In General Ledger),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
J58,040,J58.040,Verify General Journal Entries(Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
J58,041,J58.041,Verify General Journal Entries(Verify General Journal Entries - For Requester),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,042,J58.042,Verify General Journal Entries(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,043,J58.043,Verify General Journal Entries - with Auto-Reverse(Verify General Journal Entries),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,044,J58.044,Verify General Journal Entries - with Auto-Reverse(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,045,J58.045,Verify General Journal Entries - with Auto-Reverse(Verify General Journal Entries - For Requester),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,046,J58.046,Verify General Journal Entries - with Auto-Reverse(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,047,J58.047,Withdraw Verify General Journal Entries(Verify General Journal Entries),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,048,J58.048,Withdraw Verify General Journal Entries(Verify General Journal Entries - For Requester),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,049,J58.049,Approve Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,050,J58.050,Approve Verify General Journal Entries (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,051,J58.051,Approve Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,052,J58.052,Approve Verify General Journal Entries (for Processor- Inbox)(My Inbox - All Items),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,053,J58.053,Approve Verify General Journal Entries (for Processor- Inbox)(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,054,J58.054,Forward Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,055,J58.055,Forward Verify General Journal Entries (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,056,J58.056,Forward Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,057,J58.057,Reject Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
J58,058,J58.058,Reject Verify General Journal Entries (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
J58,059,J58.059,Reject Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
J58,060,J58.060,Manage Journal Entries,F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J58,061,J58.061,Manage Journal Entries(Display Journal Entries),FBU3,,AccountingDocument,displayJournalEntryCrossCompany,SAP_BR_GL_ACCOUNTANT,,
J58,062,J58.062,Manage Journal Entries,F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,063,J58.063,Open Correspondence(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J58,064,J58.064,Open Correspondence(Create Correspondence),F0744A,,Correspondence,create,SAP_BR_AP_ACCOUNTANT,,
J58,065,J58.065,Open Correspondence(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,066,J58.066,Reverse General Journal Entries(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,067,J58.067,Reverse General Journal Entries(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
J58,068,J58.068,Reverse General Journal Entries(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,069,J58.069,Display Document Flow,,WKA02,PurchaseOrderItem,displayDocumentFlow,SAP_BR_AP_ACCOUNTANT_NL,,
J58,070,J58.070,Display Document Flow,F3665,,AccountingDocument,flowDisplay,SAP_BR_BUDGET_SPECIALIST,,
J58,071,J58.071,Display G/L Account Balances,F0707A,,GLAccount,displayBalances,SAP_BR_EXTERNAL_AUDITOR,,
J58,072,J58.072,Display Line Items in General Ledger,F2217,,GLAccount,displayGLLineItemReportingView,SAP_BR_DIVISION_ACCOUNTANT,,
J58,073,J58.073,Display Line Item Entry,F2218,,GLAccount,displayGLLineItemPostingView,SAP_BR_CASH_MANAGER,,
J58,074,J58.074,Create Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,075,J58.075,Display Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,076,J58.076,Edit Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,077,J58.077,Copy Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,078,J58.078,Post Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,079,J58.079,Delete Recurring Journal Entry(Manage Recurring Journal Entries),F1598,,RecurringAccountingDocument,manage,SAP_BR_GL_ACCOUNTANT,,
J58,080,J58.080,Display Changes of Recurring Entry,FBD4,,GeneralizedRecurringAcctgDoc,displayChanges,SAP_BR_GL_ACCOUNTANT,,
J58,081,J58.081,Audit Journal,F0997,,AccountingJournalList,displayAuditJournal,SAP_BR_EXTERNAL_AUDITOR,,
J58,082,J58.082,Audit Journal(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
J58,083,J58.083,Journal Entry Analyzer,F0956,,AccountingDocument,analyzeGLLineItem,SAP_BR_EXTERNAL_AUDITOR,,
J58,084,J58.084,Clear G/L Accounts - Manual Clearing(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,085,J58.085,Clear G/L Accounts - Manual Clearing(Clear G/L Accounts),F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
J58,086,J58.086,Clear G/L Accounts - Manual Clearing,F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
J58,087,J58.087,Clear G/L Accounts(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
J58,088,J58.088,Clear G/L Accounts,F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
J58,089,J58.089,Clear G/L Accounts(Clear G/L Accounts - Manual Clearing),F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
J58,090,J58.090,Reset Cleared Items,F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
J58,091,J58.091,Clear Open Items Automatically,F.13,,,,,,
J58,092,J58.092,Currency Exchange Rates,F3616,,Currency,maintainExchangeRates,SAP_BR_ADMINISTRATOR_MKT,,
J58,093,J58.093,Import Foreign Exchange Rates,F2092,,MarketData,uploadMarketRates,SAP_BR_ADMINISTRATOR_MKT,,
J58,094,J58.094,Repost GR/IR Clearing,F.19,,,,,,
J58,095,J58.095,Run Balance Interest Calculation,F.52,,,,,,
J58,096,J58.096,Perform Foreign Currency Valuation(Create Outgoing Invoices),FB70,,Customer,createOutgoingInvoice,SAP_BR_AR_ACCOUNTANT,,
J58,097,J58.097,Perform Foreign Currency Valuation,FAGL_FCV,,ClosingReport,performForeignCurrValuation,SAP_BR_GL_ACCOUNTANT,,
J58,098,J58.098,Perform Foreign Currency Valuation(Manage Your Solution),F1241,,CloudSolution,manage,SAP_BR_AP_MANAGER_IT,,
J58,099,J58.099,Post Currency Adjustments,F1606,,AccountingDocument,postCurrencyAdjustments,SAP_BR_GL_ACCOUNTANT,,
J58,100,J58.100,Verify Currency Adjustments(Manage Workflows for Journal Entry Verification),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
J58,101,J58.101,Verify Currency Adjustments(Manage Teams and Responsibilities For Journal Entry Verification),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
J58,102,J58.102,Verify Currency Adjustments,F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,103,J58.103,Verify Currency Adjustments(Manage Workflows for Journal Entry Verification - In General Ledger),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
J58,104,J58.104,Verify Currency Adjustments(Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
J58,105,J58.105,Verify Currency Adjustments(Verify Currency Adjustments - For Requester),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
J58,106,J58.106,Withdraw Verify Currency Adjustments(Verify Currency Adjustments),F4670,,AccountingDocument,requestCrcyAdjustment,SAP_BR_GL_ACCOUNTANT,,
